,best_model,accuracy,precision,recall,f-score,and,nand,pfr,mem,fds
0,best_model_epoch66.pth,"0    0.807692
Name: accuracy, dtype: float64",0.8,0.8,0.7999999999500002,6.05,0.8991666666666667,551.3515531932073,309.3623352050781,0.5754666666666668
1,best_model_epoch65.pth,"0    0.788462
Name: accuracy, dtype: float64",0.7692307692307693,0.8,0.7843137254402153,5.7,0.905,531.0946410237992,298.9425354003906,0.5569230769230769
2,best_model_epoch56.pth,"0    0.769231
Name: accuracy, dtype: float64",0.76,0.76,0.75999999995,5.842105263157895,0.9026315789473685,553.5664654831803,309.3623352050781,0.5213599999999999
3,best_model_epoch55.pth,"0    0.807692
Name: accuracy, dtype: float64",0.8260869565217391,0.76,0.7916666666167536,3.8947368421052633,0.9350877192982456,539.4492399610389,330.2464599609375,0.587072463768116
4,best_model_epoch47.pth,"0    0.788462
Name: accuracy, dtype: float64",0.7916666666666666,0.76,0.7755102040316535,4.473684210526316,0.925438596491228,533.2873481413118,319.82666015625,0.5568055555555556
5,best_model_epoch45.pth,"0    0.788462
Name: accuracy, dtype: float64",0.7916666666666666,0.76,0.7755102040316535,6.684210526315789,0.8885964912280702,526.3045784703082,319.82666015625,0.5346388888888889
6,best_model_epoch40.pth,"0    0.769231
Name: accuracy, dtype: float64",0.782608695652174,0.72,0.7499999999500867,5.166666666666667,0.913888888888889,522.6348905434629,330.2464599609375,0.5149565217391304
7,best_model_epoch34.pth,"0    0.769231
Name: accuracy, dtype: float64",0.782608695652174,0.72,0.7499999999500867,4.277777777777778,0.9287037037037036,569.915042775492,330.2464599609375,0.5233043478260869
8,best_model_epoch32.pth,"0    0.730769
Name: accuracy, dtype: float64",0.7619047619047619,0.64,0.6956521738634215,11.0,0.8166666666666667,575.7217828392754,351.3638916015625,0.3982222222222222
9,best_model_epoch28.pth,"0    0.75
Name: accuracy, dtype: float64",0.75,0.72,0.7346938775010413,8.222222222222221,0.8629629629629629,557.8792575913461,319.8266296386719,0.466
10,best_model_epoch27.pth,"0    0.730769
Name: accuracy, dtype: float64",0.7619047619047619,0.64,0.6956521738634215,7.875,0.86875,576.8638972630876,351.3638916015625,0.4236190476190476
11,best_model_epoch25.pth,"0    0.711538
Name: accuracy, dtype: float64",0.7272727272727273,0.64,0.6808510637799909,19.5625,0.6739583333333333,573.1144694412393,340.71075439453125,0.3136969696969697
12,best_model_epoch23.pth,"0    0.730769
Name: accuracy, dtype: float64",0.7391304347826086,0.68,0.7083333332834202,52.11764705882353,0.1313725490196078,566.9334038555724,330.2464599609375,0.0660289855072463
13,best_model_epoch22.pth,"0    0.711538
Name: accuracy, dtype: float64",0.7894736842105263,0.5769230769230769,0.6666666666178765,7.6,0.8733333333333333,574.9412957170964,372.24798583984375,0.3977732793522266
14,best_model_epoch21.pth,"0    0.730769
Name: accuracy, dtype: float64",0.875,0.5384615384615384,0.6666666666195011,7.214285714285714,0.8797619047619047,581.2560057733008,393.1320495605469,0.4145032051282051
15,best_model_epoch18.pth,"0    0.711538
Name: accuracy, dtype: float64",0.8235294117647058,0.5384615384615384,0.6511627906498647,19.642857142857142,0.6726190476190477,573.3029636421675,382.7122192382813,0.2982654600301659
16,best_model_epoch16.pth,"0    0.730769
Name: accuracy, dtype: float64",0.7727272727272727,0.6538461538461539,0.7083333332836804,47.64705882352941,0.2058823529411764,574.5273868616025,340.71075439453125,0.104020979020979
17,best_model_epoch15.pth,"0    0.711538
Name: accuracy, dtype: float64",0.8235294117647058,0.5384615384615384,0.6511627906498647,13.714285714285714,0.7714285714285715,553.8795362639504,393.1320495605469,0.3420814479638009
18,best_model_epoch14.pth,"0    0.711538
Name: accuracy, dtype: float64",0.8666666666666667,0.5,0.6341463414170136,20.0,0.6666666666666666,633.741880425296,403.5963745117188,0.2888888888888888
19,best_model_epoch12.pth,"0    0.711538
Name: accuracy, dtype: float64",0.7894736842105263,0.5769230769230769,0.6666666666178765,19.666666666666668,0.6722222222222222,630.9933341597915,372.0146789550781,0.3061740890688258
