,best_model,accuracy,precision,recall,f-score,and,nand,pfr,mem,fds
0,best_model_epoch_39.pth,"0    0.857143
Name: accuracy, dtype: float64",0.7941176470588235,0.9642857142857144,0.870967741885952,15.666666666666666,0.7388888888888889,977.6511194263974,371.7199401855469,0.5658088235294118
1,best_model_epoch_37.pth,"0    0.821429
Name: accuracy, dtype: float64",0.7647058823529411,0.9285714285714286,0.8387096773698232,11.73076923076923,0.8044871794871795,1008.6071140694504,371.7199096679688,0.5712535014005603
2,best_model_epoch_36.pth,"0    0.839286
Name: accuracy, dtype: float64",0.7714285714285715,0.9642857142857144,0.8571428570934745,15.555555555555555,0.7407407407407407,1000.363015905356,353.2797546386719,0.5510204081632653
3,best_model_epoch_35.pth,"0    0.857143
Name: accuracy, dtype: float64",0.8620689655172413,0.8620689655172413,0.8620689654672413,16.84,0.7193333333333333,1012.7073357006084,463.92083740234375,0.5345818470075305
4,best_model_epoch_30.pth,"0    0.839286
Name: accuracy, dtype: float64",0.8064516129032258,0.8928571428571429,0.8474576270687733,44.88,0.2519999999999999,1009.7637830886252,427.2547302246094,0.1814516129032257
5,best_model_epoch_27.pth,"0    0.857143
Name: accuracy, dtype: float64",0.8888888888888888,0.8275862068965517,0.857142857092921,18.33333333333333,0.6944444444444445,1019.5977915371332,501.0154724121094,0.5108556832694764
6,best_model_epoch_26.pth,"0    0.839286
Name: accuracy, dtype: float64",0.8275862068965517,0.8571428571428571,0.84210526310791,8.208333333333334,0.8631944444444444,1011.0617208528467,464.1351013183594,0.6123152709359605
7,best_model_epoch_25.pth,"0    0.821429
Name: accuracy, dtype: float64",0.8214285714285714,0.8214285714285714,0.8214285713785714,12.73913043478261,0.7876811594202898,1012.250475982268,482.57525634765625,0.5314838435374148
8,best_model_epoch_21.pth,"0    0.839286
Name: accuracy, dtype: float64",0.8275862068965517,0.8571428571428571,0.84210526310791,25.25,0.5791666666666667,1013.1671327265824,464.1351013183594,0.4108374384236453
9,best_model_epoch_20.pth,"0    0.785714
Name: accuracy, dtype: float64",0.9473684210526316,0.6206896551724138,0.7499999999521701,5.611111111111111,0.9064814814814814,1019.1558363629828,648.5368041992188,0.5330308529945553
10,best_model_epoch_17.pth,"0    0.839286
Name: accuracy, dtype: float64",0.8518518518518519,0.8214285714285714,0.836363636313653,23.956521739130437,0.6007246376811594,1008.1916921455175,501.0154724121094,0.4203483245149911
11,best_model_epoch_16.pth,"0    0.821429
Name: accuracy, dtype: float64",0.8461538461538461,0.7857142857142857,0.8148148147648834,27.045454545454547,0.5492424242424242,1013.9773348884112,519.4556274414062,0.3651556776556776
12,best_model_epoch_15.pth,"0    0.803571
Name: accuracy, dtype: float64",0.9047619047619048,0.6785714285714286,0.775510204032653,6.368421052631579,0.8938596491228071,1017.722522101424,611.6565551757812,0.5487811791383221
13,best_model_epoch_13.pth,"0    0.839286
Name: accuracy, dtype: float64",0.8518518518518519,0.8214285714285714,0.836363636313653,34.91304347826087,0.4181159420289855,1013.5168437194992,501.0154724121094,0.2925705467372134
14,best_model_epoch_11.pth,"0    0.803571
Name: accuracy, dtype: float64",0.84,0.75,0.7924528301388395,5.904761904761905,0.9015873015873016,1013.5146345697788,537.8958129882812,0.5680000000000001
15,best_model_epoch_10.pth,"0    0.785714
Name: accuracy, dtype: float64",0.8076923076923077,0.75,0.7777777777278464,27.80952380952381,0.5365079365079365,1015.1424459150772,537.8958129882812,0.325
16,best_model_epoch_9.pth,"0    0.767857
Name: accuracy, dtype: float64",0.8947368421052632,0.6071428571428571,0.7234042552709823,12.058823529411764,0.7990196078431372,1017.9734837754132,648.5368041992188,0.4340538847117793
17,best_model_epoch_8.pth,"0    0.785714
Name: accuracy, dtype: float64",0.7142857142857143,0.925925925925926,0.8064516128540583,6.68,0.8886666666666667,999.2718795065203,390.3743286132813,0.5877425044091711
18,best_model_epoch_7.pth,"0    0.714286
Name: accuracy, dtype: float64",0.7307692307692307,0.6785714285714286,0.7037037036537723,5.2631578947368425,0.912280701754386,1014.9691149645972,537.895751953125,0.4523809523809524
19,best_model_epoch_6.pth,"0    0.714286
Name: accuracy, dtype: float64",0.6571428571428571,0.8518518518518519,0.7419354838218002,36.26086956521739,0.3956521739130434,987.9696187180656,390.16009521484375,0.2214814814814815
20,best_model_epoch_5.pth,"0    0.75
Name: accuracy, dtype: float64",0.6857142857142857,0.8888888888888888,0.7741935483379292,23.45833333333333,0.6090277777777778,999.3711190319982,390.16009521484375,0.3712169312169312
21,best_model_epoch_4.pth,"0    0.678571
Name: accuracy, dtype: float64",0.6451612903225806,0.7407407407407407,0.6896551723640308,15.05,0.7491666666666668,996.935063597392,445.4806518554688,0.3580246913580246
22,best_model_epoch_3.pth,"0    0.714286
Name: accuracy, dtype: float64",0.6666666666666666,0.8148148148148148,0.7333333332838333,13.409090909090908,0.7765151515151516,1004.2984625193844,427.04046630859375,0.4218106995884774
23,best_model_epoch_2.pth,"0    0.607143
Name: accuracy, dtype: float64",0.5365853658536586,0.88,0.6666666666196052,3.3181818181818183,0.9446969696969696,872.1654677858895,278.2333068847656,0.4460813008130082
24,best_model_epoch_0.pth,"0    0.571429
Name: accuracy, dtype: float64",0.5116279069767442,0.88,0.6470588234829152,6.454545454545454,0.8924242424242425,908.7926667154863,241.3529510498047,0.4017984496124031
